# [1]Quality	[2]Number of sites	[3]Marginal Ts/Tv
228.4	17730174	0.450738	0.450738
225.3	17945038	0.450431	0.450734
214.3	18145097	0.446998	0.450693
203.3	18343622	0.440205	0.450578
189.2	18536315	0.427662	0.450336
169.3	18734490	0.438500	0.450210
142.9	18918622	0.430318	0.450014
